TRAVEL_ID,MVMN_SE,PAYMENT_SE,PAYMENT_SEQ,MVMN_SE_NM,RSVT_YN,PAYMENT_NUM,BRNO,STORE_NM,PAYMENT_DT,PAYMENT_MTHD_SE,PAYMENT_AMT_WON,PAYMENT_ETC
g_g007947,2,통행료,0,렌터카(승용/승합/버스 등등),N,2,,,,,1500,
g_g000552,16,교통비,0,기타,N,1,,,,,1500,
g_g000419,12,교통비,0,시외/고속버스,N,1,,,,,2000,
g_g010747,4,교통비,3,택시,N,2,6501401233,다구로잉,2023-09-17 17:03,1,2000,
g_g007226,13,교통비,0,시내/마을버스,N,2,,,,,2500,
g_g007785,4,교통비,0,택시,N,2,,,,,3000,
g_g004383,12,교통비,0,시외/고속버스,N,1,,,,,3500,
g_g003965,5,교통비,0,지하철,N,2,,,,,4000,
g_g006859,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,4000,
g_g002496,1,통행료,0,자가용(승용/승합/트럭 등등),N,6,,,,,4100,
g_g001000,5,교통비,0,지하철,N,1,,,,,5000,
g_g005925,4,교통비,4,택시,N,2,4178100283,(자)남진상사,2023-08-19 17:45,1,5000,택시비 
g_g006524,5,교통비,0,지하철,N,3,,,,,5000,
g_g009858,4,교통비,2,택시,N,2,4023456156,,2023-08-27 09:16,1,5000,택시비
g_g002247,13,교통비,0,시내/마을버스,N,3,,,,,5500,
g_g003541,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,5500,
g_g006971,11,교통비,1,관광버스,Y,2,,리빙인터내셔널,2023-08-31 16:41,1,5500,버스비
g_g007041,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,5500,
g_g012624,4,교통비,0,택시,N,1,,,,,5500,
g_g013127,1,통행료,0,자가용(승용/승합/트럭 등등),N,1,,,,,5500,
g_g005573,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,5900,
g_g012431,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,5900,
g_g001708,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,6500,
g_g009931,5,교통비,0,지하철,N,2,,,,,6500,
g_g012348,16,교통비,0,기타,N,2,,,,,6500,
g_g000726,4,교통비,2,택시,N,1,1298638970,로카모빌리티(주),2023-06-08 11:58,1,6600,택시비
g_g000697,10,교통비,1,배/선박,N,1,,순천만국가정원,2023-05-27 13:30,1,7000,승선권
g_g000898,4,교통비,2,택시,N,2,1048183559,주식회사 티머니,2023-06-02 21:43,1,7000,택시비
g_g004678,5,교통비,0,지하철,N,2,,,,,7000,
g_g005219,4,교통비,0,택시,N,2,,,,,7000,
g_g005310,10,교통비,1,배/선박,N,2,3059310249,제2월호호,2023-08-14 15:57,1,7000,
g_g011952,16,교통비,0,기타,N,1,,,,,7000,
g_g006698,4,교통비,1,택시,N,1,1048183559,티머니,2023-08-19 17:26,1,7400,택시비 
g_g000959,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,7500,
g_g001390,8,교통비,0,새마을/무궁화열차,N,1,,,,,7500,
g_g003221,4,교통비,1,택시,N,2,4021370930,개인택시,2023-07-09 15:59,1,7500,택시비
g_g000726,4,교통비,1,택시,N,1,1048183559,주식회사 티머니,2023-06-08 13:39,1,7800,택시비
g_g000474,4,교통비,2,택시,N,1,7363600700,개인택시,2023-05-16 12:08,1,7900,택시비
g_g005302,1,통행료,0,자가용(승용/승합/트럭 등등),N,1,,,,,8000,
g_g005899,4,교통비,3,택시,N,3,2860300492,개인택시,2023-08-27 23:01,1,8000,택시비
g_g012235,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,8000,
g_g001900,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,8500,
g_g002784,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,8500,
g_g003039,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,8500,
g_g007104,50,교통비,0,버스 + 지하철,N,1,,,,,8500,
g_g010510,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,8500,
g_g013113,8,교통비,0,새마을/무궁화열차,N,1,,,,,8600,
g_g004909,12,교통비,0,시외/고속버스,N,2,,,,,9000,
g_g005398,4,교통비,0,택시,N,2,,,,,9000,
g_g006666,5,교통비,0,지하철,N,2,,,,,9000,
g_g003453,8,교통비,1,새마을/무궁화열차,Y,1,3148210024,한국철도공사,2023-06-28 18:56,3,9500,기차표
g_g005402,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,9500,
g_g005793,13,교통비,0,시내/마을버스,N,2,,,,,9500,
g_g002046,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,10000,
g_g002963,4,교통비,0,택시,N,2,,,,,10000,
g_g011631,8,교통비,1,새마을/무궁화열차,Y,2,3148210024,한국철도공사,2023-09-01 22:19,1,10100,기차표
g_g006831,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,10500,
g_g000619,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,11000,
g_g001313,8,교통비,3,새마을/무궁화열차,N,2,3148210024,한국철도공사,2023-06-03 22:03,1,11000,기차표
g_g004416,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,11000,
g_g011162,4,교통비,1,택시,N,1,1090966035,개인택시,2023-09-03 21:37,1,11000,택시비
g_g011930,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,11000,
g_g001114,4,교통비,0,택시,N,2,,,,,11500,
g_g005694,8,교통비,1,새마을/무궁화열차,N,2,3148210024,한국철도공사,2023-08-19 09:40,1,11500,기차표
g_g003491,50,교통비,0,버스 + 지하철,N,1,,,,,12000,
g_g007807,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,12000,
g_g006475,4,교통비,0,택시,N,3,,,,,12500,
g_g000945,1,통행료,0,자가용(승용/승합/트럭 등등),N,1,,,,,13000,
g_g002702,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,13500,
g_g007433,50,교통비,0,버스 + 지하철,N,2,,,,,13500,
g_g001798,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,14000,
g_g001344,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,15000,
g_g007104,16,교통비,0,기타,N,1,,,,,15000,
g_g012175,4,교통비,0,택시,N,2,,,,,15500,
g_g000260,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,16000,
g_g000992,16,교통비,0,기타,N,1,,,,,16000,
g_g002989,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,16000,
g_g011726,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,16000,
g_g000471,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,16500,
g_g000499,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,17000,
g_g006161,4,교통비,0,택시,N,3,,,,,17000,
g_g000792,1,통행료,0,자가용(승용/승합/트럭 등등),N,6,,,,,18000,
g_g006777,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,18000,
g_g002513,7,교통비,4,KTX/SRT(고속열차),Y,3,3148210024,한국철도공사,2023-06-09 00:00,1,18100,기차표
g_g000487,1,통행료,0,자가용(승용/승합/트럭 등등),N,1,,,,,18500,
g_g001154,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,18500,
g_g004826,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,18500,
g_g007236,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,18500,
g_g008405,13,교통비,0,시내/마을버스,N,2,,,,,18500,
g_g001806,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,19000,
g_g002738,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,19000,
g_g008338,4,교통비,0,택시,N,2,,,,,19000,
g_g009898,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,19000,
g_g011832,1,통행료,0,자가용(승용/승합/트럭 등등),N,5,,,,,19000,
g_g000602,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,19500,
g_g001350,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,19500,
g_g004180,4,교통비,0,택시,N,3,,,,,20500,
g_g006668,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,20500,
g_g012197,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,20500,
g_g000678,1,통행료,0,자가용(승용/승합/트럭 등등),N,1,,,,,21000,
g_g001856,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,21000,
g_g002223,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,21000,
g_g005814,11,교통비,0,관광버스,N,2,,,,,21000,
g_g009577,11,교통비,1,관광버스,N,1,4178106308,여수시티투어버스(동서관광),2023-08-25 19:00,1,21000,야간테마(탑승권)
g_g011448,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,21000,
g_g012350,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,21000,
g_g003712,8,교통비,1,새마을/무궁화열차,N,2,3148210024,한국철도공사,2023-07-29 07:33,1,21500,기차표
g_g003712,8,교통비,2,새마을/무궁화열차,N,2,3148210024,한국철도공사,2023-07-30 09:59,1,21500,기차표
g_g005080,4,교통비,0,택시,N,2,,,,,21500,
g_g010747,4,교통비,5,택시,N,2,2372300464,개인택시,2023-09-18 00:29,1,22300,택시비
g_g008812,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,22500,
g_g003960,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,23000,
g_g004961,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,23000,
g_g000732,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,25500,
g_g006249,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,26000,
g_g004810,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,28000,
g_g002795,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,29000,
g_g006020,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,29000,
g_g000299,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,30000,
g_g002148,1,주유비,0,자가용(승용/승합/트럭 등등),N,1,,,,,30000,
g_g002214,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,30000,
g_g003573,2,주유비,0,렌터카(승용/승합/버스 등등),N,2,,,,,30000,
g_g003658,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,30000,
g_g008859,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,30000,
g_g010256,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,30000,
g_g011882,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,30000,
g_g012323,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,30000,
g_g000419,11,교통비,1,관광버스,N,1,1048183559,(주)티머니,2023-05-20 03:03,1,31000,
g_g001301,4,교통비,0,택시,N,2,,,,,31000,
g_g007729,8,교통비,0,새마을/무궁화열차,N,2,,,,,31400,
g_g001276,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,32000,
g_g004886,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,40000,
g_g005271,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,40000,
g_g007779,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,40000,
g_g009630,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,40000,
g_g011473,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,40000,
g_g011577,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,40000,
g_g007309,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,45000,
g_g005310,7,교통비,1,KTX/SRT(고속열차),Y,2,3148210024,한국철도공사,2023-08-05 12:39,3,48000,기차표
g_g000220,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,50000,
g_g000230,1,주유비,0,자가용(승용/승합/트럭 등등),N,1,,,,,50000,
g_g000374,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,50000,
g_g000436,1,주유비,0,자가용(승용/승합/트럭 등등),N,1,,,,,50000,
g_g000751,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,50000,
g_g001051,1,주유비,0,자가용(승용/승합/트럭 등등),N,1,,,,,50000,
g_g001288,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,50000,
g_g001692,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,50000,
g_g002759,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,50000,
g_g002825,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,50000,
g_g003071,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,50000,
g_g003118,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,50000,
g_g003238,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,50000,
g_g003929,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,50000,
g_g004104,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,50000,
g_g004828,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,50000,
g_g004849,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,50000,
g_g005589,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,50000,
g_g006168,2,주유비,0,렌터카(승용/승합/버스 등등),N,2,,,,,50000,
g_g006913,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,50000,
g_g007157,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,50000,
g_g007383,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,50000,
g_g007537,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,50000,
g_g007704,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,50000,
g_g008514,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,50000,
g_g009819,1,주유비,0,자가용(승용/승합/트럭 등등),N,1,,,,,50000,
g_g011274,1,주유비,0,자가용(승용/승합/트럭 등등),N,1,,,,,50000,
g_g011297,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,50000,
g_g011881,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,50000,
g_g009661,16,교통비,0,기타,N,2,,,,,54600,
g_g000486,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,60000,
g_g000719,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,60000,
g_g000861,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,60000,
g_g001154,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,60000,
g_g001223,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,60000,
g_g001299,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,60000,
g_g002207,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,60000,
g_g002704,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,60000,
g_g003541,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,60000,
g_g005681,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,60000,
g_g005838,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,60000,
g_g006877,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,60000,
g_g006996,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,60000,
g_g007355,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,60000,
g_g011444,1,주유비,0,자가용(승용/승합/트럭 등등),N,1,,,,,60000,
g_g010222,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,67000,
g_g000954,1,주유비,0,자가용(승용/승합/트럭 등등),N,7,,,,,85000,
g_g000577,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,90000,
g_g000867,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,100000,
g_g003573,2,렌탈비,0,렌터카(승용/승합/버스 등등),N,2,,,,,59010,
g_g004436,2,렌탈비,0,렌터카(승용/승합/버스 등등),N,2,,,,,23859,
e_e013149,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,3000,
g_g001929,11,교통비,1,관광버스,Y,2,,,2023-05-31 16:15,1,30000,[제천]시티투어 탑승권
g_g002159,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,4800,
g_g003525,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,20000,
g_g004925,7,교통비,1,KTX/SRT(고속열차),Y,2,3148210024,한국철도공사,2023-08-12 00:04,1,0,기차표 
g_g004925,7,교통비,2,KTX/SRT(고속열차),Y,2,3148210024,한국철도공사,2023-08-12 00:03,1,0,기차표
g_g007360,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,30000,
g_g007407,1,주유비,0,자가용(승용/승합/트럭 등등),N,5,,,,,50000,
e_e000005,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,70000,
e_e000005,1,주차비,0,자가용(승용/승합/트럭 등등),N,2,,,,,6500,
e_e000005,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,35800,
e_e000043,1,주유비,0,자가용(승용/승합/트럭 등등),N,1,,,,,41625,
e_e000043,1,통행료,0,자가용(승용/승합/트럭 등등),N,1,,,,,1300,
e_e000191,1,주유비,0,자가용(승용/승합/트럭 등등),N,5,,,,,80000,
e_e000191,1,통행료,0,자가용(승용/승합/트럭 등등),N,5,,,,,18000,
e_e000316,1,주차비,0,자가용(승용/승합/트럭 등등),N,2,,,,,9000,
e_e000316,13,교통비,0,시내/마을버스,N,2,,,,,40000,
e_e000316,4,교통비,1,택시,N,2,1248120354,원일운수(주),2023-05-29 12:08,1,5000,택시비
e_e000316,4,교통비,2,택시,N,2,3630302711,개인택시,2023-05-28 22:36,1,5200,택시비
e_e000316,4,교통비,3,택시,N,2,1353203226,개인택시,2023-05-28 17:36,1,5100,택시비
e_e000316,7,교통비,0,KTX/SRT(고속열차),N,2,,,,,140000,
e_e000668,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,70000,
e_e000668,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,16400,
e_e001033,1,주유비,0,자가용(승용/승합/트럭 등등),N,1,,,,,70000,
e_e001033,1,통행료,0,자가용(승용/승합/트럭 등등),N,1,,,,,18000,
e_e001579,14,렌탈비,0,자전거,N,2,,,,,1000,
e_e001579,14,렌탈비,1,자전거,N,2,,,2023-06-07 23:28,3,1000,따릉이 이용권
e_e001579,50,교통비,0,버스 + 지하철,N,2,,,,,23900,
e_e002195,5,교통비,0,지하철,N,2,,,,,4800,
e_e002195,7,교통비,0,KTX/SRT(고속열차),N,2,,,,,81800,
e_e003226,4,교통비,1,택시,N,2,3128109179,(주)삼도운수,2023-07-01 18:28,1,3300,택시비
e_e003226,50,교통비,0,버스 + 지하철,N,2,,,,,30000,
e_e004870,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,15000,
e_e004870,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,4000,
e_e004944,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,30000,
e_e007408,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,30000,
e_e007408,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,3400,
e_e011214,12,교통비,0,시외/고속버스,N,2,,,,,15500,
e_e011214,4,교통비,0,택시,N,2,,,,,57100,
e_e011214,8,교통비,0,새마을/무궁화열차,N,2,,,,,8300,
e_e013132,2,렌탈비,0,렌터카(승용/승합/버스 등등),N,4,,,,,46550,
e_e013132,2,주유비,0,렌터카(승용/승합/버스 등등),N,4,,,,,75420,
e_e013132,2,통행료,0,렌터카(승용/승합/버스 등등),N,4,,,,,9800,
e_e013143,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,8500,
e_e013144,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,10000,
e_e013144,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,15000,
e_e013149,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,50000,
e_e013184,50,교통비,0,버스 + 지하철,N,2,,,,,86400,
e_e013188,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,50000,
e_e013188,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,7800,
f_f000001,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,70000,
f_f000001,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,16800,
f_f000004,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,90000,
f_f000004,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,36200,
f_f000004,10,교통비,1,배/선박,N,3,1078204813,한국해운조합,2023-05-01 00:00,1,24500,승선권
f_f000004,10,교통비,2,배/선박,N,3,4158200299,노화농업협동조합,2023-04-29 12:59,1,25150,
f_f000030,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,50000,
f_f001718,1,주유비,0,자가용(승용/승합/트럭 등등),N,1,,,,,30000,
f_f001718,1,주차비,0,자가용(승용/승합/트럭 등등),N,1,,,,,9000,
f_f001718,1,통행료,0,자가용(승용/승합/트럭 등등),N,1,,,,,12400,
f_f002508,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,50000,
f_f002508,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,10000,
f_f008573,1,주유비,0,자가용(승용/승합/트럭 등등),N,1,,,,,50000,
f_f008573,1,통행료,0,자가용(승용/승합/트럭 등등),N,1,,,,,5800,
f_f009789,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,100000,
f_f009789,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,20000,
f_f009789,4,교통비,1,택시,N,2,3771002469,개인택시,2023-08-25 18:21,1,5100,택시비
f_f015537,1,주유비,0,자가용(승용/승합/트럭 등등),N,1,,,,,30000,
f_f015541,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,52000,
f_f015541,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,16600,
f_f016471,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,50000,
f_f016471,1,주차비,0,자가용(승용/승합/트럭 등등),N,4,,,,,3000,
f_f016471,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,22200,
f_f016830,13,교통비,0,시내/마을버스,N,1,,,,,3750,
f_f016830,4,교통비,1,택시,N,1,,디지비유페이택시개인,2023-09-26 18:13,1,6500,택시비
f_f016830,7,교통비,1,KTX/SRT(고속열차),Y,1,3058631590,주식회사 에스알,2023-09-22 00:00,1,17400,기차표
f_f016830,7,교통비,2,KTX/SRT(고속열차),N,1,3058631590,주식회사 에스알,2023-09-26 00:00,1,17000,기차표
g_g000003,2,렌탈비,2,렌터카(승용/승합/버스 등등),N,4,2208791595,(주)그린카,2023-05-01 18:01,1,79350,그린카(주행요금)
g_g000003,2,렌탈비,3,렌터카(승용/승합/버스 등등),Y,4,2208791595,(주)그린카,2023-03-30 10:28,1,0,Greencar(대여요청)
g_g000003,2,주유비,0,렌터카(승용/승합/버스 등등),N,4,,,,,79350,
g_g000003,2,통행료,0,렌터카(승용/승합/버스 등등),N,4,,,,,20100,
g_g000003,2,통행료,1,렌터카(승용/승합/버스 등등),N,4,2208791595,(주)그린카,2023-05-01 11:31,1,8600,그린카(하이패스)
g_g000003,2,통행료,4,렌터카(승용/승합/버스 등등),N,4,2208791595,(주)그린카,2023-05-02 12:01,1,11500,그린카(하이패스)
g_g000004,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,50000,
g_g000005,4,교통비,1,택시,N,1,,주식회사 티머니,2023-04-29 16:29,1,11200,택시비
g_g000005,4,교통비,2,택시,N,1,1048183559,주식회사 티머니,2023-04-29 21:01,1,9300,택시비
g_g000005,4,교통비,3,택시,N,1,1048183559,주식회사 티머니,2023-04-30 16:15,1,12500,택시비
g_g000005,50,교통비,0,버스 + 지하철,N,1,,,,,10200,
g_g000005,7,교통비,1,KTX/SRT(고속열차),Y,1,3148210024,한국철도공사,2023-04-23 23:35,1,23700,기차표
g_g000009,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,40000,
g_g000009,1,주차비,0,자가용(승용/승합/트럭 등등),N,2,,,,,200,
g_g000010,4,교통비,1,택시,N,1,1298638970,로카모빌리티(주),2023-04-29 19:27,1,6600,택시비
g_g000010,50,교통비,0,버스 + 지하철,N,1,,,,,7100,
g_g000014,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,50000,
g_g000014,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,30000,
g_g000016,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,65000,
g_g000016,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,16250,
g_g000016,4,교통비,0,택시,N,2,,,,,9400,
g_g000023,2,렌탈비,0,렌터카(승용/승합/버스 등등),N,2,,,,,30000,
g_g000023,2,주차비,0,렌터카(승용/승합/버스 등등),N,2,,,,,2000,
g_g000023,50,교통비,0,버스 + 지하철,N,2,,,,,46530,
g_g000025,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,29869,
g_g000025,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,4800,
g_g000026,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,50000,
g_g000026,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,20000,
g_g000191,4,교통비,0,택시,N,3,,,,,10100,
g_g000191,50,교통비,0,버스 + 지하철,N,3,,,,,90600,
g_g000191,7,교통비,0,KTX/SRT(고속열차),N,3,,,,,102400,
g_g000195,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,35000,
g_g000195,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,9000,
g_g000204,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,70000,
g_g000204,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,19600,
g_g000204,4,교통비,0,택시,N,2,,,,,5600,
g_g000206,2,렌탈비,0,렌터카(승용/승합/버스 등등),N,1,,,,,111420,
g_g000206,4,교통비,1,택시,N,1,,로카모빌리티택시,2023-05-19 18:03,1,6200,택시비
g_g000206,4,교통비,2,택시,N,1,,로카모빌리티택시,2023-05-19 12:52,1,8800,택시비
g_g000208,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,10000,
g_g000210,12,교통비,0,시외/고속버스,N,2,,,,,45000,
g_g000215,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,25990,
g_g000215,1,주차비,0,자가용(승용/승합/트럭 등등),N,2,,,,,8000,
g_g000215,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,16400,
g_g000215,13,교통비,0,시내/마을버스,N,2,,,,,5000,
g_g000220,1,주차비,0,자가용(승용/승합/트럭 등등),N,2,,,,,5500,
g_g000220,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,10100,
g_g000225,1,주유비,0,자가용(승용/승합/트럭 등등),N,5,,,,,50000,
g_g000225,1,통행료,0,자가용(승용/승합/트럭 등등),N,5,,,,,10000,
g_g000226,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,20000,
g_g000226,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,4200,
g_g000226,13,교통비,0,시내/마을버스,N,2,,,,,4350,
g_g000226,4,교통비,0,택시,N,2,,,,,6200,
g_g000229,1,주유비,0,자가용(승용/승합/트럭 등등),N,1,,,,,80000,
