TRAVEL_ID,ADV_NM,ADV_SEQ,PAYMENT_NUM,BRNO,STORE_NM,ROAD_NM_ADDR,LOTNO_ADDR,ROAD_NM_CD,LOTNO_CD,PAYMENT_DT,PAYMENT_MTHD_SE,PAYMENT_AMT_WON,PAYMENT_ETC,SGG_CD
g_g000265,소고기 음료 간식,1,6,2068650913,트레이더스 홀세일 클럽,경기 하남시 위례대로 200,경기 하남시 학암동 660,2000034,4145011600,2023-05-26 12:02,1,79530,한두채끝리테일팩,
g_g000320,주유,0,5,,하남풀페이,감초로176,,,,,1,59000,,4145012300
g_g000328,빵; 음료수,0,4,,뚜레주르,서울 은평구 백련산로2길 19 단지내상가 1층,,,,,3,30000,,1138010700
g_g000336,주유및 도예체험권,1,1,4181000438,용머리주유소,전북 전주시 완산구 용머리로 268,전북 전주시 완산구 서완산동1가 184,3266053,4511112300,2023-05-15 06:42,1,30000,주유비,
g_g000345,아메리카노,1,1,6096200182,후식,서울 용산구 한강대로23길 55,,4106418,1117012800,,1,4300,ICE 아메리카노,
g_g000392,주유,1,1,8218702202,(주)반디석유 시청점,광주 서구 천변좌하로 160,광주 서구 치평동 887-1,3160041,2914012000,2023-05-26 18:31,1,30000,주유비,
g_g000393,햇반 라면 육포,0,2,,와마트,,,,,,1,25000,,2826012200
g_g000394,과자 음료 컵라면,1,4,,홈플러스,경기 고양시 일산서구 호수로 817,경기 고양시 일산서구 대화동 2602,3192096,4128710400,2023-05-09 18:57,1,56120,비락 유기농 포도와야채365;비락 유기농 야채사랑365;농심 튀김우동 소컵;오뚜기 컵누들 김치 쌀국수;홈플러스시그니처 고구마형과자,
g_g000397,백제문화단지 입장권,1,4,5248601528,네이버파이낸셜 주식회사,경기 성남시 분당구 정자일로 95,경기 성남시 분당구 정자동 178-4,3180021,4113510300,2023-05-17 00:00,1,17200,백제문화단지 야간 입장권+밤도깨비PKG(주말),
g_g000402,고속버스 티켓,1,1,1298638970,버스타고,서울 중구 청계천로 24,서울 중구 다동 39,3100021,1114010200,2023-05-20 07:00,3,29500,버스표,
g_g000410,출발 기차표,1,2,3148210024,한국철도공사,대전 동구 중앙로 240,,3164033,3011011300,2023-05-17 16:52,1,18500,기차표,
g_g000413,왕복 버스비,1,1,6988800163,금호고속,광주 서구 무진대로 904,광주 서구 광천동 49-1,2009009,2914011500,2023-06-03 16:12,1,45000,버스표,
g_g000413,왕복 버스비,2,1,6058121736,부산서부버스터미널,,,,,2023-05-31 18:30,1,34600,버스비,
g_g000419,저녁식사,1,1,1254900517,리김밥,서울 서초구 신반포로 176,,3121017,1165010700,2023-05-19 19:08,1,5000,,
g_g000423,고기류.물.즉석찌개,0,4,,롯데프레시대흥점,,,,,,1,100000,,1144010800
g_g000435,집에 있는 음식들이라 금액을 산정하기 어려움,0,6,,집,일산로242,,,,,4,0,,4128510500
g_g000442,축제 입장권,1,3,,무주산골문화재단,전북 무주군 무주읍 한풍루로 326-14,전북 무주군 무주읍 당산리 1118,3275053,4573025022,2023-05-19 15:04,1,60000,,
g_g000464,차량 LPG 충전,1,2,1434800478,신탄진충전소,대전 대덕구 신탄진로 520,대전 대덕구 상서동 349-12,3010031,3023011600,2023-05-17 09:46,1,8605,주유비,
g_g000474,간식,1,1,1048509805,던킨,서울 용산구 한강대로 405,서울 용산구 동자동 43-205,2005005,1117010700,2023-05-16 09:37,1,4200,허니올드훼션드;소금우유도넛,
g_g000480,양갈비 등 식자재,0,2,,이마트,44,,,,,3,89200,,4159012800
g_g000487,자택에 가지고 있는걸로 가져감 따로 구매없음,0,1,,자택,한양아트빌리401호,,,,,4,0,,4117110100
g_g000490,커피와 빵,1,2,1248128579,수원애경역사(주),경기 수원시 팔달구 덕영대로 924,,3012001,4111513400,2023-05-25 08:02,1,5000,더베이크 기타베이커,
g_g000492,음식류 및 모기약 등,1,3,2068650913,이마트,경기 용인시 수지구 수지로 203,경기 용인시 수지구 신봉동 909,3205012,4146510500,2023-05-27 20:51,1,75870,초당옥수수; 유기오푸드황설탕; 백설 고소함가득참기름행사; 농심 고구마깡; 페로니캔,
g_g000492,음식류 및 모기약 등,3,3,1268645211,(주)오아시스,경기 성남시 중원구 갈마치로 218,경기 성남시 중원구 상대원동 333-3,3179001,4113310500,2023-05-25 22:42,3,24900,"구워먹는 치즈바 단호박;쌈총사/무농약 이상(적,청,깻);허브 먹은 천일염;무항생제 한돈 목심 구이용",
g_g000507,목란짬뽕외,1,1,2618123567,주식회사 컬리,서울 강남구 테헤란로 133,,3122010,1168010100,2023-05-25 23:33,1,27359,(이연복의 목란)짬뽕 2인분(마일드);시장물떡탕(2팩);(전통주)니모메;(전통주)문배술,
g_g000515,환화 이글스 파크 입장권,1,2,,,,,,,2023-06-03 17:00,1,62000,관람권,
g_g000540,아르떼뮤지엄 입장권 + 티 바,3,4,,엘에스컴퍼니,,,,,2023-05-19 00:00,1,20000,[여수]아르떼뮤지엄 입장권+TEA BAR,
g_g000540,아르떼뮤지엄 입장권 + 티 바,4,4,,엘에스컴퍼니,,,,,2023-05-19 00:00,1,13000,[여수]아르떼뮤지엄,
g_g000556,호미,0,4,,쿠팡(주),7-30,,,,,1,14800,,1171010200
g_g000560,떡볶이;만두피;등갈비,0,2,,씨알상사,공항로 811번 나길 103,,,,,1,23000,,2644010200
g_g000577,과일 라면 생수 장어 치킨 음료수 김 일회용품,0,4,,홈플러스 동광주점,200,,,,,1,157000,,2917011400
g_g000581,고기,1,5,8564000942,인생고기 제작소,서울 노원구 중계로 201,서울 노원구 중계동 364-24,3110007,1135010600,,1,63500,,
g_g000607,스파 이용권,1,2,5288701094,(주)코어웍스,서울 송파구 백제고분로17길 52,서울 송파구 잠실동 208-3,4169169,1171010100,2023-05-24 00:00,1,30220,포레스트리솜 해브나인스파 이용권(~6/30),
g_g000618,불고기,1,4,1147000108,성원한우,서울 강서구 곰달래로57길 24,서울 강서구 화곡동 804-5,4145162,1150010300,2023-05-25 20:24,1,43000,토종한우,
g_g000619,간식,1,4,1251386684,미주공판장,경기 평택시 이충로 60,경기 평택시 이충동 592,3188076,4122010900,2023-06-03 09:25,1,15100,오리온포카칩오리지널;양파깡;농심자갈치;천하장사;카스라이트,
g_g000619,간식,2,4,3890900963,파리바게뜨,경기 평택시 이충로 92,경기 평택시 서정동 1108-1,3188076,4122010100,2023-06-03 09:18,1,15200,NEW추억의소시지빵;초코 왕소라빵 플러스;소보루완두앙금빵;밤소보루맘모스(1/2),
g_g000628,상추; 쌈장; 삼겹살; 두부; 김치; 숯; 소고기; 상추,0,1,,이마트,해안로 25,,,,,3,121000,,4418010600
g_g000629,다누리아쿠아리움 고수동굴 패키지,1,4,5248601528,네이버파이낸셜 주식회사,경기 성남시 분당구 정자일로 95,경기 성남시 분당구 정자동 178-4,3180021,4113510300,2023-05-25 00:00,1,57600,고수동굴+다누리아쿠아리움 패키지 외 3건,
g_g000638,캠핑용품,0,1,,다이소 중문점,2081-1,,,,,1,40000,,5013011900
g_g000658,과일 빵 등 먹거리,1,3,2068650913,이마트,경기 고양시 덕양구 백양로 79,경기 고양시 덕양구 화정동 976,3192027,4128112300,2023-05-19 16:54,1,23620,밀양 햇 감자;L&L모듈러;칠성사이다;(A)파머스픽 새송이;애호박,
g_g000658,과일 빵 등 먹거리,2,3,1288552443,롯데쇼핑(주)롯데마트,경기 고양시 덕양구 충장로 150,경기 고양시 덕양구 행신동 941,3192095,4128112800,2023-05-19 17:43,1,12620,맥스웰하우스 마스터 블랙; 행사빵류; 해태 강원평창수,
g_g000672,어린이튜브2개 어린이비치모자2개 파라솔 유아래시가드 이유식 식재료 간식,0,4,,남대문시장,,,,,,3,320000,,1114011200
g_g000688,물,0,1,,블랙보리,cu그랜드점,,,,,1,1500,,2915510800
g_g000696,보조배터리,1,1,1168119948,한국정보통신(주),서울 중구 세종대로 39,,2005001,1114011700,2023-05-11 08:34,1,17480,,
g_g000701,이삭토스트,1,1,1078657147,스토리웨이,광주 북구 독립로367번길 69,광주 북구 중흥동 694-4,4286130,2917010100,2023-05-27 10:58,1,7200,모짜올리구마;(ICE)아메리카노,
g_g000717,커피,1,4,2018121515,스타벅스,전남 여수시 신월로 567,,3282045,4613011800,2023-05-23 12:58,3,16900,T)DCF돌체라떼; I-G)아메리카노; I-T)아메리카노,
g_g000726,고속버스요금,2,1,1048183559,티머니,서울 중구 후암로 110,서울 중구 남대문로5가 581,3101024,1114011800,2023-06-06 18:03,1,15800,버스표,
g_g000732,갯벌체험용 갈고리 등,0,3,,세원비닐(인터넷구매),성산로666-5 에스몰(인터넷구매입니다),,,,,3,21500,,4783033000
g_g000734,간단한 간식거리,1,5,5937600171,CU,전북 익산시 무왕로 1620,전북 익산시 덕기동 681-12,3016011,4514012800,2023-05-27 09:05,1,9200,쫄병짜파게티맛; 주)리챔마요김치볶음2; 주)2XL 베이컨참치2; 백종원 2XL치즈제육2; 동아)박카스F,
g_g000735,일정중 구매,1,3,3118207025,당진농협하나로마트,충남 당진시 동부1로 15,충남 당진시 대덕동 376-1,3265146,4427010700,2023-06-05 17:37,1,76760,돌미역;옛날미역;오리온 최고스낵4묶음;엔요플레인;해표더고소한파래김,
g_g000769,바베큐 재료,1,3,2068650913,이마트,경기 광명시 소하로 97,경기 광명시 소하동 1339-3,3187036,4121010400,2023-06-03 18:09,1,22670,마켓오 오징어톡;감자톡허브솔트;반반상추;비비고 썰은김치;삼립 옥수수 꿀호떡 요요,
g_g000769,바베큐 재료,2,3,2249423665,더 조은 한우,경기 광명시 소하로 77,경기 광명시 소하동 1339,3187036,4121010400,2023-06-03 18:05,1,23700,,
g_g000775,전북투어패스,1,2,2068689631,(주)엘에스컴퍼니,제주특별자치도 제주시 청사로 11,제주특별자치도 제주시 도남동 573-2,3349193,5011012900,2023-05-23 13:59,1,11800,(전북투어패스)통합이용권,
g_g000779,물 음료,1,3,6368802595,에스원식자재마트,광주 북구 호동로 33,,3162084,2917010100,2023-06-02 00:00,1,9900,제주삼다수;토닉워터;시나몬조청약과,
g_g000785,커피,1,2,4922400753,바른카페 계림점,광주 동구 계림로30번길 15,광주 동구 계림동 1815,4277025,2911010900,2023-05-20 13:47,1,7000,,
g_g000804,양념갈비; 오징어초무침과 납착만두; 돈마호크,0,4,,롯데마트,743,,,,,1,110400,,4143010700
g_g000808,엄마 가방 전병,1,2,4028532364,PNB풍년제과,전북 전주시 완산구 은행로 61,,3266057,4511111800,2023-05-23 19:23,1,29800,땅콩전병;깨전병;생강전병;미니양갱,
g_g000809,주유,1,2,1348178493,지에스이앤알 보라주유소,서울 영등포구 영등포로 399,서울 영등포구 신길동 70-1,3118022,1156013200,2023-05-31 15:33,1,50000,주유비,
g_g000832,족발; 콩나물잡채 등,0,4,,말바우시장,,,,,,1,43000,,2917011000
g_g000836,고속버스 예매,1,1,2198101636,(주)중앙고속,경기 화성시 풀무골로 1,경기 화성시 영천동 651-866,3210155,4159013100,2023-05-31 11:50,1,18500,버스표,
g_g000836,고속버스 예매,2,1,2198101636,(주)중앙고속,경기 화성시 풀무골로 1,경기 화성시 영천동 651-866,3210155,4159013100,2023-05-31 00:00,1,18500,버스표,
g_g000842,고기 음료과자술아이스크림빵등등,1,4,3130291435,빙그레마트,충남 서천군 비인면 서인로 1253,충남 서천군 비인면 성북리 241-5,3260009,4477040022,2023-05-28 19:23,1,17100,맥콜;카스캔;빙그레붕어싸만코,
g_g000842,고기 음료과자술아이스크림빵등등,2,4,4794900355,비인마트,충남 서천군 비인면 비인로 167-1,충남 서천군 비인면 성내리 335-15,3260005,4477040021,2023-05-28 12:46,3,26700,스프라이트;오감자;예감;안성탕면;양파링,
g_g000842,고기 음료과자술아이스크림빵등등,3,4,4010587559,하나제과,충남 서천군 비인면 비인로 198,충남 서천군 비인면 성내리 311-1,3260005,4477040021,2023-05-28 12:47,1,10500,,
g_g000842,고기 음료과자술아이스크림빵등등,4,4,3098201218,하나로마트,충남 서천군 비인면 비인로 199-1,충남 서천군 비인면 성내리 502-2,3260005,4477040021,2023-05-27 16:36,1,19430,오리온 비스킷 5묶음;진로 16.5%(병);인기스낵 기획팩(새꿀바감);콩나물;새콤달콤 초고추장,
g_g000842,고기 음료과자술아이스크림빵등등,5,4,7802701437,대유 축산물프라자,대구 달서구 평리로 62,대구 달서구 용산동 932-1,3143015,2729011100,2023-05-26 17:59,1,44000,정육기타,
g_g000859,쌈장.삼겹살.쌈무.찜딝.고구마.버섯.마늘.방울토마토.메론,1,3,1108802619,디에스마트,서울 마포구 월드컵북로 230,서울 마포구 중동 64-25,3113019,1144012600,2023-05-26 21:50,1,15320,호박고구마 1봉;새송이버섯 1봉;마늘;대추방울토마토 1팩;메론,
g_g000859,쌈장.삼겹살.쌈무.찜딝.고구마.버섯.마늘.방울토마토.메론,2,3,2208160348,홈플러스,서울 마포구 월드컵로 240,서울 마포구 성산동 515,3113018,1144012500,2023-05-26 21:20,1,47650,해찬들사계절쌈장;지리산한돈_돼지고기;시그니처새콤한쌈무;행복대란30입;안동식순살찜닭,
g_g000867,주류;고기.과자.음료;과일;야채,0,4,,주양쇼핑홈마트,홍연길 77,,,,,1,158300,,1141011700
g_g000898,시외버스 승차권,1,1,6048100854,(주)천일고속,부산 서구 구덕로 102-1,,3006005,2614012000,2023-05-28 22:10,1,22900,버스표,
g_g000898,시외버스 승차권,2,1,6048100854,(주)천일고속,,,,,2023-05-28 22:12,1,22900,버스표,
g_g000899,음료;빵;과자;떡; 친척집방문용 과일;고기;반찬 등,0,3,,코스트코 양평점,65  코스트코 양평점,,,,,3,179000,,1156012700
g_g000920,주유,1,2,1643200722,제이엠9주유소,경북 상주시 북상주로 3,경북 상주시 만산동 227-6,3311022,4725013300,2023-05-22 18:23,1,60000,주유비,
g_g000931,햇반 라면,1,4,3058528424,롯데슈퍼 중촌점,대전 중구 목중로 50,대전 중구 중촌동 16-10,3165009,3014010400,2023-06-04 15:02,1,18370,농심너구리컵;오뚜기진라면컵순;삼양컵라면;농심사리곰탕컵면;제사용종량제봉투,
g_g000938,간식,0,10,,gs25동구신서점,530-4,,,,,1,25000,,2714012400
g_g000967,고속버스 예매,1,2,3538700773,(주)동부고속,서울 서초구 신반포로 194,서울 서초구 반포동 19-4,3121017,1165010700,2023-05-14 10:42,1,38000,버스비,
g_g000992,보조배터리,1,1,3028701186,주식회사 디엘티테크코리아,경기 남양주시 홍유릉로212번길 26-1,경기 남양주시 금곡동 550-2,4391787,4136010300,2023-05-24 11:25,1,33326,팬톤 맥세이프 보조배터리 아이폰 무선충전 10000mAh,
g_g000996,고속버스비,1,1,3538700773,(주)동부고속,서울 서초구 신반포로 194,서울 서초구 반포동 19-4,3121017,1165010700,2023-05-23 00:00,1,13100,버스표,
g_g000996,고속버스비,2,1,2198101636,(주)중앙고속,경기 화성시 풀무골로 1,경기 화성시 영천동 651-866,3210155,4159013100,2023-05-23 00:12,1,13100,버스비,
g_g000998,기차표,1,1,3148210024,한국철도공사,대전 동구 중앙로 240,,3164033,3011011300,2023-05-26 00:00,1,51000,기차표,
g_g001008,숙박시설에서 먹을음식,1,4,4178509429,롯데마트 여천점,전남 여수시 무선로 187,,3282025,4613013500,2023-05-27 19:11,1,100050,롯데 아이시스;팹시콜라;칠성 사이다;농심 얼큰한 너구리;농심 새우깡,
g_g001028,곱창전골 어묵탕 라면 고기 마늘 얼음 물 음료수,1,3,4738100089,주식회사 컬리,서울 강남구 테헤란로 133,,3122010,1168010100,2023-05-26 20:09,1,88802,[농심]신라면 건면5입,
g_g001033,전주한옥마을패키지권,1,2,8158101244,11번가,서울 중구 한강대로 416,서울 중구 남대문로5가 541,2005005,1114011800,,1,48600,[전북투어패스]전주한옥마을 패키지권/전주여행,
g_g001036,유부초밥;오리고기;토마호크;양고기;소주;맥주 어묵탕;크림닭갈비;떡볶이;소고기 등,0,5,,이마트 평택점,,,,,,1,470000,,4122012100
g_g001039,삼겹살;야채;떡볶이;청국장 등,0,1,,nc백화점,계룡로 119,,,,,1,149000,,3020011100
g_g001040,바베큐 파티 재료,1,2,,,,,,,2023-05-25 14:04,3,93500,(해선생)구룡포 반건조 오징어 2미;윙잇X프렙 갈릭 앤초비 오일 파스타;토마호크 시즈닝 스테이크;(신규전용)고른 칼집 멍석말이 돼지 왕구이 3인분,
g_g001077,고기 회 술 텐트 의자 수저,1,4,2068650913,이마트,충남 서산시 서해로 3685,충남 서산시 잠홍동 463,3000117,4421010500,2023-06-03 17:06,1,211080,3단 접이식 캠핑매트;파머스틱 1+ 등급란 1;소소 베이직 수저2인;GAP추부깻잎;활광어회(대),
g_g001086,고속버스 티켓,0,2,,서울 경부 고속버스터미널,신반포로 194,,,,,1,43800,,1165010700
g_g001114,숙소,1,2,2208742885,(주)야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2023-05-22 16:18,1,95000,대전 유성 렉시,
g_g001138,고기 맥주,0,3,,삽교농협내포농수산물종합유통센터,,,,,,4,44160,,4481025327
g_g001144,옷,1,1,,김포공항롯데몰,서울 강서구 하늘길 38,서울 강서구 방화동 886,4145490,1150010900,2023-05-27 14:33,3,43800,DFDU3-WSV073;DFDU3-WKS261,
g_g001156,만두전골,0,3,,한성칼국수,28-1 한성칼국수,,,,,1,40000,,4129010500
g_g001227,식료품,1,3,2068650913,이마트,광주 광산구 사암로 172,광주 광산구 우산동 1598-3,3163014,2920010900,2023-06-03 11:04,1,48390,(A)파머스픽아삭이; (대)국내산삼겹살구이,
g_g001227,식료품,2,3,5448802258,유한회사 인재대양식자재마트,광주 광산구 어등대로 555,,2163001,2920010600,2023-06-02 19:13,1,52820,CJ균일가;수미칩 오리지널;크)빅파이 딸기;맛밤;JS)유부초밥박사,
g_g001231,고수동굴+다누리아쿠아리움 패키지 입장권,2,2,1138638602,(주)스마틱스,서울 영등포구 경인로 775,서울 영등포구 문래동3가 55-20,3000028,1156012100,2023-05-27 16:11,3,18900,고수동굴+다누리아쿠아리움패키지(5/1~7/31),
g_g001233,베어트리파크입장권,0,4,,베어트리파크입장권,송성리9,,,,,1,32760,,3611038000
g_g001256,고기 음료 주류 등,1,3,4108526640,이마트,광주 서구 죽봉대로 61,광주 서구 화정동 12-13,2009006,2914011900,2023-05-27 15:55,1,169080,,
g_g001258,마른안주와 과일 약간; 저녁으로 김밥 구매했습니다,0,5,,간식은 인터넷 구매(올웨이즈); 김밥은 정가네김밥,행정리 426-12,,,,,1,61000,,4159025939
g_g001289,정육,1,5,2068650913,(주)이마트,서울 성동구 뚝섬로 377,,3103010,1120011500,2023-05-26 16:24,1,44680,호주산와규(F1)바로구이,
g_g001290,고기,0,5,,이마트,333-16,,,,,1,44680,,1120011500
g_g001291,커피,1,2,2018121515,스타벅스,광주 광산구 사암로216번길 38-16,광주 광산구 우산동 1585-5,4289187,2920010900,2023-05-27 13:08,1,9000,I-T)아메리카노,
g_g001315,프로야구 티켓 입장권,1,4,1448125090,티켓링크,경기 성남시 분당구 대왕판교로645번길 16,경기 성남시 분당구 삼평동 629,4340055,4113510900,2023-06-03 00:00,1,52000,입장권,
g_g001322,서브웨이;스타벅스,0,2,,서브웨이 광화문 스타벅스 광화문,128-27,,,,,1,18000,,1111011700
g_g001337,캠핑용품 대여,0,2,,에이치 앤 에이치(H & H),산본로323번길 26-26 (씨티프라자) 4층  28호,,,,,1,101000,,4141010400
g_g001338,음료수,0,1,,이마트 24,하슬라로 27 강릉시외버스터미널,,,,,1,2000,,4215010100
g_g001343,캠핑때 먹을 것,1,5,8578501682,순천로컬푸드(주) 신대점,전남 순천시 해룡면 매안로 138,전남 순천시 해룡면 신대리 1980,3283040,4615031022,2023-06-03 12:06,3,56770,양파;호박;자연애나누미;돼지칼집삼겹;돼지목살;블루베리,
g_g001362,센티마르 글램핑 숙소 사전예약,0,4,,주식회사 떠나요,학암포길 43-12,,,,,4,195000,,4482535000
g_g001386,점심,1,4,,스텔라떡볶이 경남진주혁신점,경남 진주시 사들로 56,,3350087,4817013700,2023-06-03 11:45,1,8000,스텔라떡볶이 외6개,
g_g001575,아이장화,1,1,1208800767,쿠팡(주),서울 송파구 송파대로 570,서울 송파구 신천동 7-30,2005011,1171010200,2023-05-25 17:09,1,5999,핑크퐁 아동용 아기상어 장화 ,
g_g001612,간식과자,2,3,2548200199,하나로마트,전남 목포시 영산로 575,,3281095,4611015800,2023-06-03 10:07,1,8540,롯데)핵짱셔요콜라;롯데)크런키 빼빼로;허니버터칩;롯데)치토스매콤;해태)구운양파,
g_g001619,기름,0,2,,태평석유직영 에덴 주유소,,,,,,1,100000,,4157034000
g_g001621,김밥,1,1,,,,,,,2023-06-03 09:43,1,3500,[포장]원조김밥,
g_g001650,과일,0,4,,남평농협파머스마켓 강변점,강젼2길 5-3,,,,,4,20000,,4617025000
g_g001652,주유,1,1,1178526926,(유)오일패밀리용두우리주유소,광주 북구 빛고을대로 652,광주 북구 용두동 1043-16,2009010,2917013100,2023-06-08 14:21,1,20000,주유비,
g_g001662,식자재 및 음료,1,3,2618123567,주식회사 컬리,서울 강남구 테헤란로 133,,3122010,1168010100,2023-06-01 19:59,1,40439,(밀클레버)슈크림 미니붕어빵;(델리치오)와규 햄버거 패티;(아워홈)프리미엄 버거번(4개입);(크라제)뽀모도로 스파게티(2개입);펀나쵸 치즈,
g_g001662,식자재 및 음료,3,3,,(주)에스에스지닷컴,서울 강남구 테헤란로 231,서울 강남구 역삼동 676,3122010,1168010100,2023-06-01 00:00,1,46046,오뚜기 고기고명평양물냉면; SSG양파; 피죤 액츠 액체세제; 하루채소 가벼운샐러드; [피코크]원주진미양념치킨,
g_g001668,기차표,1,1,3148210024,한국철도공사,대전 동구 중앙로 240,,3164033,3011011300,2023-06-03 13:07,1,30400,기차표,
g_g001668,기차표,2,1,3148210024,한국철도공사,대전 동구 중앙로 240,,3164033,3011011300,2023-05-30 17:06,1,15900,기차표,
g_g001668,기차표,3,1,1148201186,전국고속버스운송사업조합,서울 서초구 신반포로 194,서울 서초구 반포동 19-4,3121017,1165010700,2023-05-30 17:08,3,18400,버스비,
g_g001682,쌈장 고추 과자 음료수 불판 반찬 등,1,3,3148302424,자운대 쇼핑타운,대전 유성구 자운로97번길 410,,4301380,3020013500,2023-06-02 18:08,1,33540,패밀리요구르트;(NEW)양반차돌육개장;비비고설렁탕;보석바;종량제봉투,
g_g001695,커피,1,1,6810601417,이디야,서울 서초구 신반포로 176,,3121017,1165010700,2023-06-04 09:46,1,4200,(L) ICED 카페 라떼,
g_g001697,간식 및 저녁식사 재료,1,4,4098211957,광주농협하나로클럽 매곡점,광주 북구 매곡로 48,광주 북구 매곡동 214-19,3162014,2917011700,2023-06-04 13:50,1,34430,코카콜라;코크고티카빈티지스위트아메리카노(캔);빠삭어포튀각;롯데 아이시스;팔도)뽀로로샤인머스캣맛,
g_g001701,음식,1,3,2208160348,홈플러스,서울 강서구 화곡로 398,서울 강서구 등촌동 639-11,3005069,1150010200,2023-06-01 11:39,1,37170,오뚜기 참깨라면 소컵;한끼신선 깐마늘(봉);해태 홈런볼 초코;동원 그릴리 극한 직화 후랑크 치;보리먹고 자란 돼지 등갈비(캐나다),
g_g001768,우유 컵라면 음료,0,5,,이마트24,251-2,,,,,1,9200,,4717014000
g_g001795,새우볶음밥; 음료수; 피자(둘째날 아침 차안에서 먹음),0,4,,이마트,401,,,,,1,28940,,4167010200
g_g001819,여행용 가방,1,2,1208800767,쿠팡(주),서울 송파구 송파대로 570,서울 송파구 신천동 7-30,2005011,1171010200,2023-06-01 00:00,1,14690,베이스알파 에센셜 대용량 여행용 보스턴백 블랙,
g_g001829,캔음료수,0,1,,송산휴게소,455-13,,,,,1,4100,,4150025026
g_g001833,삼겹살 음료 과자,1,4,4029161593,돼지랑한우랑,전북 전주시 덕진구 솔내로 128,전북 전주시 덕진구 송천동1가 143-26,3267034,4511312100,2023-06-05 12:52,1,28900,돼지생삼겹살(국산),
g_g001833,삼겹살 음료 과자,2,4,3478601727,유한회사듬뿍,전북 전주시 덕진구 솔내로 132,전북 전주시 덕진구 송천동1가 104,3267034,4511312100,2023-06-05 12:57,1,22290,코카콜라제로;포카칩오리지날;생생우동용기;재활용봉투;남양이오요구르트,
g_g001856,음료,0,2,,스타벅스,경기 남양주시 경춘로 1269,,,,,4,6500,,4136010200
g_g001857,커피,0,1,,컴포즈커피,458-8,,,,,1,1500,,2915510600
g_g001882,음료수;삶은계란,0,2,,gs편의점,장선배가1길9-4,,,,,1,9300,,4615013300
g_g001884,빵.음료수.커피,0,2,,마트,,,,,,3,15000,,1165010800
g_g001888,빵,0,3,,파리바게뜨,경기 화성시 동탄순환대로 701 (영천동 678-3) SR리버스빌타워 101호,,,,,3,10400,,4159013100
g_g001891,전시회 티켓,1,1,8248102515,주식회사 인터파크,서울 중구 통일로 92,서울 중구 순화동 1-170,3000008,1114016800,2023-06-05 13:47,1,18000,,
g_g001900,청양 투어패스,1,2,2118841856,(주)티몬,서울 강남구 압구정로 118,서울 강남구 신사동 529-4,3122007,1168010700,2023-06-02 00:00,1,19800,청양 투어패스 24시간권(구매2개),
g_g001913,입장권,0,3,,대전 엑스포아쿠아리움,3-1  대전신세계 지하1층,,,,,1,83000,,3020012700
g_g001947,케이크,0,3,,오드케이크,72-2 1층,,,,,5,44000,,4511110300
g_g001964,김밥,1,1,1078657147,스토리웨이,서울 영등포구 경인로 지하 843,서울 영등포구 영등포동 618-496,3000028,1156010100,2023-06-09 09:30,1,9400,참치주먹밥;쇠고기김밥;상품봉투,
g_g001965,스타벅스 음료4잔 테이크아웃,1,4,2018121515,스타벅스,충북 청주시 흥덕구 오송읍 오송생명로 159,충북 청주시 흥덕구 오송읍 연제리 674,3240061,4311325026,2023-06-10 13:31,3,20400,I-T)BLD아메리카노;T)유자패션피지오;I-G)BLD아메리카노,
g_g002041,로씨오호텔숙박권,1,2,,당진 호텔 로씨오,충남 당진시 송악읍 한진포구길 30-38,충남 당진시 송악읍 한진리 106-7,4595666,4427025337,2023-06-09 16:52,3,90000,숙박비,
g_g002048,캠핑요리 재료,1,1,3038208945,음성농협하나로마트,충북 음성군 음성읍 설성로 69,충북 음성군 음성읍 읍내리 366-19,3247028,4377025021,2023-06-30 20:56,1,17020,,
g_g002048,캠핑요리 재료,2,1,,음성농협하나로마트,,,,,2023-06-30 17:39,1,13220,,
g_g002059,던킨도너츠,0,3,,던킨도너츠,던킨장안중앙점,,,,,1,15500,,1123010600
g_g002078,칫솔,1,1,2962600858,이마트24,전북 익산시 동서로21길 46,전북 익산시 신동 743-1,4607277,4514012100,2023-06-10 04:58,1,5600,2080칫솔오리지날,
g_g002098,부대찌개,1,3,2460902188,채선당 밀키트24,서울 마포구 대흥로30길 6-8,서울 마포구 대흥동 2-19,4139056,1144010800,2023-06-16 11:36,1,9900,부대찌개(3인분),
g_g002109,떡 롤케이크 주유소 주유비 숙박비,1,3,8158101244,십일번가 주식회사,서울 중구 한강대로 416,,2005005,1114011800,2023-06-15 10:50,1,12900,삼립 베스트 냉동 롤케익2박스 (실키/블루베리),
g_g002109,떡 롤케이크 주유소 주유비 숙박비,2,3,8158101244,11번가,서울 중구 한강대로 416,서울 중구 남대문로5가 541,2005005,1114011800,2023-06-14 09:15,1,9950,자연치즈듬뿍/더블치즈떡 외 3종 골라담기,
g_g002109,떡 롤케이크 주유소 주유비 숙박비,3,3,2208183676,주식회사 지마켓,서울 강남구 테헤란로 152,서울 강남구 역삼동 737,3122010,1168010100,2023-06-05 00:00,1,55000,숙박세일 금호화순리조트,
g_g002152,유람선 이용권,1,3,6218614983,주식회사 해마여행,부산 해운대구 마린시티3로 1,부산 해운대구 우동 1434,3133005,2635010500,2023-06-21 00:00,1,39000,단양_도담삼봉유람선 승선권,
